Player,Year,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jay Arnette,1966,G,27.0,CIN,3.0,0.0,14.0,1.0,6.0,0.167,0.0,0.0,0.0,1.0,6.0,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
Al Attles*,1966,PG,29.0,SFW,79.0,0.0,2053.0,364.0,724.0,0.503,0.0,0.0,0.0,364.0,724.0,0.503,0.503,154.0,252.0,0.611,0.0,0.0,322.0,225.0,0.0,0.0,0.0,265.0,882.0
Jim Barnes,1966,PF,24.0,TOT,73.0,0.0,2191.0,348.0,818.0,0.425,0.0,0.0,0.0,348.0,818.0,0.425,0.425,212.0,310.0,0.684,0.0,0.0,755.0,94.0,0.0,0.0,0.0,283.0,908.0
Jim Barnes,1966,PF,24.0,NYK,7.0,0.0,263.0,40.0,90.0,0.444,0.0,0.0,0.0,40.0,90.0,0.444,0.444,30.0,42.0,0.714,0.0,0.0,72.0,9.0,0.0,0.0,0.0,33.0,110.0
Jim Barnes,1966,PF,24.0,BAL,66.0,0.0,1928.0,308.0,728.0,0.423,0.0,0.0,0.0,308.0,728.0,0.423,0.423,182.0,268.0,0.679,0.0,0.0,683.0,85.0,0.0,0.0,0.0,250.0,798.0
Dick Barnett,1966,SG,29.0,NYK,75.0,0.0,2589.0,631.0,1344.0,0.469,0.0,0.0,0.0,631.0,1344.0,0.469,0.469,467.0,605.0,0.772,0.0,0.0,310.0,259.0,0.0,0.0,0.0,235.0,1729.0
John Barnhill,1966,PG,27.0,TOT,76.0,0.0,1617.0,243.0,606.0,0.401,0.0,0.0,0.0,243.0,606.0,0.401,0.401,113.0,184.0,0.614,0.0,0.0,203.0,196.0,0.0,0.0,0.0,134.0,599.0
John Barnhill,1966,PG,27.0,STL,31.0,0.0,691.0,104.0,243.0,0.428,0.0,0.0,0.0,104.0,243.0,0.428,0.428,54.0,86.0,0.628,0.0,0.0,91.0,83.0,0.0,0.0,0.0,58.0,262.0
John Barnhill,1966,PG,27.0,DET,45.0,0.0,926.0,139.0,363.0,0.383,0.0,0.0,0.0,139.0,363.0,0.383,0.383,59.0,98.0,0.602,0.0,0.0,112.0,113.0,0.0,0.0,0.0,76.0,337.0
Rick Barry*,1966,SF,21.0,SFW,80.0,0.0,2990.0,745.0,1698.0,0.439,0.0,0.0,0.0,745.0,1698.0,0.439,0.439,569.0,660.0,0.862,0.0,0.0,850.0,173.0,0.0,0.0,0.0,297.0,2059.0
Elgin Baylor*,1966,SF,31.0,LAL,65.0,0.0,1975.0,415.0,1034.0,0.401,0.0,0.0,0.0,415.0,1034.0,0.401,0.401,249.0,337.0,0.739,0.0,0.0,621.0,224.0,0.0,0.0,0.0,157.0,1079.0
Zelmo Beaty*,1966,C,26.0,STL,80.0,0.0,3072.0,616.0,1301.0,0.473,0.0,0.0,0.0,616.0,1301.0,0.473,0.473,424.0,559.0,0.758,0.0,0.0,1086.0,125.0,0.0,0.0,0.0,344.0,1656.0
Walt Bellamy*,1966,C,26.0,TOT,80.0,0.0,3352.0,695.0,1373.0,0.506,0.0,0.0,0.0,695.0,1373.0,0.506,0.506,430.0,689.0,0.624,0.0,0.0,1254.0,235.0,0.0,0.0,0.0,294.0,1820.0
Walt Bellamy*,1966,C,26.0,BAL,8.0,0.0,268.0,56.0,124.0,0.452,0.0,0.0,0.0,56.0,124.0,0.452,0.452,40.0,67.0,0.597,0.0,0.0,102.0,18.0,0.0,0.0,0.0,32.0,152.0
Walt Bellamy*,1966,C,26.0,NYK,72.0,0.0,3084.0,639.0,1249.0,0.512,0.0,0.0,0.0,639.0,1249.0,0.512,0.512,390.0,622.0,0.627,0.0,0.0,1152.0,217.0,0.0,0.0,0.0,262.0,1668.0
Al Bianchi,1966,PG,33.0,PHI,78.0,0.0,1312.0,214.0,560.0,0.382,0.0,0.0,0.0,214.0,560.0,0.382,0.382,66.0,98.0,0.673,0.0,0.0,134.0,134.0,0.0,0.0,0.0,232.0,494.0
Ron Bonham,1966,SG,23.0,BOS,39.0,0.0,312.0,76.0,207.0,0.367,0.0,0.0,0.0,76.0,207.0,0.367,0.367,52.0,61.0,0.852,0.0,0.0,35.0,11.0,0.0,0.0,0.0,29.0,204.0
Bob Boozer,1966,PF,28.0,LAL,78.0,0.0,1847.0,365.0,754.0,0.484,0.0,0.0,0.0,365.0,754.0,0.484,0.484,225.0,289.0,0.779,0.0,0.0,548.0,87.0,0.0,0.0,0.0,196.0,955.0
