Player,Year,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,1983,C,35.0,LAL,79.0,79.0,32.3,9.1,15.5,0.588,0.0,0.0,0.0,9.1,15.5,0.589,0.588,3.5,4.7,0.749,2.1,5.4,7.5,2.5,0.8,2.2,2.5,2.8,21.8
Alvan Adams,1983,C,28.0,PHO,80.0,75.0,30.6,6.0,12.3,0.486,0.0,0.0,0.333,6.0,12.2,0.487,0.487,2.3,2.7,0.829,2.0,4.8,6.9,4.7,1.4,0.9,3.0,3.6,14.2
Mark Aguirre,1983,SF,23.0,DAL,81.0,75.0,34.4,9.5,19.6,0.483,0.2,0.9,0.211,9.3,18.7,0.496,0.488,5.3,7.3,0.728,2.4,3.9,6.3,4.1,1.0,0.3,3.2,3.0,24.4
Danny Ainge,1983,SG,23.0,BOS,80.0,76.0,25.6,4.5,9.0,0.496,0.1,0.4,0.172,4.4,8.6,0.509,0.499,0.9,1.2,0.742,1.0,1.6,2.7,3.1,1.4,0.1,1.2,3.2,9.9
Dwight Anderson,1983,PG,22.0,DEN,5.0,0.0,6.6,1.4,2.8,0.5,0.0,0.0,0.0,1.4,2.8,0.5,0.5,1.4,2.0,0.7,0.0,0.4,0.4,0.6,0.2,0.0,1.0,1.4,4.2
J.J. Anderson,1983,SF,22.0,TOT,65.0,2.0,18.5,2.9,5.8,0.501,0.0,0.1,0.0,2.9,5.8,0.507,0.501,1.5,2.7,0.571,1.8,2.7,4.5,1.0,1.0,0.3,1.2,2.4,7.4
J.J. Anderson,1983,SF,22.0,PHI,13.0,0.0,3.7,0.6,1.7,0.364,0.0,0.1,0.0,0.6,1.6,0.381,0.364,0.1,0.2,0.333,0.3,0.6,0.9,0.1,0.1,0.0,0.4,0.5,1.3
J.J. Anderson,1983,SF,22.0,UTA,52.0,2.0,22.2,3.5,6.9,0.51,0.0,0.1,0.0,3.5,6.8,0.514,0.51,1.9,3.3,0.576,2.2,3.2,5.4,1.3,1.2,0.4,1.4,2.8,8.9
Richard Anderson,1983,C,22.0,SDC,78.0,5.0,16.3,2.2,5.5,0.404,0.1,0.2,0.368,2.1,5.3,0.405,0.412,0.6,0.9,0.696,1.4,2.1,3.5,1.5,0.7,0.3,1.2,2.2,5.2
Tiny Archibald*,1983,PG,34.0,BOS,66.0,19.0,27.4,3.6,8.4,0.425,0.1,0.4,0.208,3.5,8.0,0.435,0.429,3.3,4.5,0.743,0.4,1.0,1.4,6.2,0.6,0.1,2.5,1.7,10.5
John Bagley,1983,PG,22.0,CLE,68.0,3.0,14.6,2.4,5.5,0.432,0.0,0.2,0.0,2.4,5.3,0.448,0.432,0.9,1.2,0.762,0.3,1.2,1.4,2.5,0.8,0.1,1.7,1.1,5.7
James Bailey,1983,PF,25.0,TOT,75.0,39.0,23.5,5.1,10.3,0.497,0.0,0.0,0.0,5.1,10.3,0.498,0.497,3.0,4.3,0.702,2.3,4.0,6.3,0.9,0.6,0.8,2.6,3.6,13.3
James Bailey,1983,PF,25.0,NJN,6.0,0.0,8.3,1.5,3.0,0.5,0.0,0.0,0.0,1.5,3.0,0.5,0.5,0.3,0.3,1.0,0.5,0.5,1.0,0.3,0.2,0.2,1.0,2.5,3.3
James Bailey,1983,PF,25.0,HOU,69.0,39.0,24.9,5.4,11.0,0.497,0.0,0.0,0.0,5.4,10.9,0.498,0.497,3.2,4.6,0.7,2.4,4.3,6.8,0.9,0.6,0.9,2.8,3.7,14.1
Greg Ballard,1983,SF,28.0,WSB,78.0,78.0,36.4,7.7,16.3,0.473,0.2,0.5,0.351,7.6,15.9,0.477,0.478,2.3,3.0,0.781,1.6,4.9,6.5,3.4,1.7,0.3,2.0,2.3,18.0
